index,content,label
2364,moves fast ieri a fost lansat nou catalog iar azi deja a ajuns la mine acas,1
551,trebuie timp mult alocataltfel apar fel i fel de problemedar este o plcere deosebit s ai asemenea exemplare,1
3103,ai grija de masina si de nevoile tale pentru orice deplasare exista o echipare corespunzatoare  set de la model tema montaj realizat pe,1
2872,asta e echivalentul bmw la cateila banii astia tre sa-i faci si asigurare nu de alta da daca crapa sau il fura plangi cu spume,0
2021,mie-mi place treaba asta de la cu tragic dar mndru rmi prost,0
2449,paris air show 2013 a semnat comanda ferm pentru 100 de aeronave din familia airbus a320,1
2245,pentru bine dvoastr i al celor din jur stai acas i nu intrai pe,0
2270,doi moi cu cele mai zmbete,1
2741,a devenit miercuri cel mai valoros productor auto din lume cu o capitalizare de pia peste cea a,1
2430,returnm un produs mai scump livrat n locul unuia mai ieftin i tot nu-i bine at showroom,0
2139,nu toate-s pe si sau dau multe dar doamne da sa fie cat mai mult pe,1
2144,am ajuns n momentul la cnd sunt scrbit de kfc mec subway si chineji,0
1439,preturi rezonabile email,1
2465,bai  adu-ne ofertele de smbt napoi ne e dor de 100m rafturi cu pensionarii din cartier,0
408,si cand te gandesti ca exista oameni care se uita cu mare interes la acest mutant,0
3883,quarantine fest  primul festival online realizat n moldova s-a bucurat de un succes uria ci oameni au urmrit evenimentul,1
31,sunt niel confuz dac a avut succes n a transforma romnia n stat euat mai poate fi considerat un preedinte ratat text preluat,0
2830,rt  d-te s borsc puin chinezu ambasador farmec la - ce m - jocurile olimpice se duce lumea asta pe plut,0
62,poi s l faci clovn toat ziua tot nu e el cel mai prost preedinte sua nu tiu de ce i ceri scuze de preedintele care i-a dat discursul inaugural n ploaie a fcut pneumonie i a murit dup 2 sptmni ce mai spui,0
323,baga pula n iei castrveti nu mai mnnc salat,0
873,exist doar un fel de bogie ea st n cer n inimi i-n cuvnt iar dragostea e sfnta poezie care-a venit din ceruri pe pmnt,1
2767,drag  dac ai fi bgat reducere pentru cei ce-i dau checkin pe foursquare a fi economisit vreo 25 de lei,0
2572,e prima dat cand dau peste un  masina asta e o adevarata bestie,1
1904,vorbesc cu un burger te vreau,1
1273,grandomania arogana individualismul agravate de luxul de prost gust n care s-a nvelit toat viaa fac ca s fie chiar i n ziua de astzi mai degrab un intrus un personaj negativ n perimetrul acestui joc - n care de fapt este rege,0
695,ms c rzi la glumele mele chiar dac nu sunt amuzante,1
224,la cate otrvuri are ara asta e o nimica asta nseamn pierdere de multe la  timp nervi i toate cele mai c la mrit salarii beneficii i toat lista de nemerite nu mai face nimeni anchete,0
3028,de acord cu tine singurul neajuns al platii cu cardul cum am patit eu la  e lipsa flexibilitatii comenzii daca uiti sa adaugi un articol sau vrei sa renunti la unul nu se mai poate face nimic,0
1420,sa continuam email de bere ursus,1
3075,i se zbat in mocirla mediocritii romneti cea de toate zilele dar nici comenzi pentru cadourile de crciun daca sunt pt oameni importani nu se dau in 19 decembrie prin curier tim cu toii cu ce ratai lucrm,0
2495,reduceri reale  azi avem televizor sony de 139 cm i box portabil pentru luat la pisicin,1
917,primete ncurajri din partea lui naintea ntlnirii cu,1
1837,fix azi ma uitam pe la pick-upuri baga un link ceva,1
1058,b alooo respect frate i rasele inferioare bgai-a srm pe cur de spaniol,0
2340,la muli ani celui mai frumos drum din lume,1
2437,cei de la au campanii in mai multe filme  am vazut sigla si pe spatele unor monitoare,1
1728,ne-a aratat noutati colorate foarte faine  1,1
362,tu crezi c cineva i cumpr un amarat de telefonla pachet cu cacata ta de aplicaie instalat crezi c nu mai snt aplicaii,0
2288,muncim i bem ap rece nimic mai hidratant valea,1
1760,a suspendat cursele ctredinspre mai multe ri,0
1677,provizii vin rusii chinezii comunistii,0
148,au mai aprut un scandal i poveti noi despre abuz n patinajul artistic din rusia dar dac problema nu e la un individ sau la un sport sau la o ar a se citi mentalitate sau cultur i e inerent sportului i instituiilor sportive,0
2805,cum sa fii eco-cocalar iti iei mercedes s klasse hybrid si ii pui numere de bulgaria,0
2191,noul portofoliu de abonamente de mobil lansat recent de  noul portofoliu,1
834,nu i nevoie de nici un fel de machiaj trish deoarece eti foarte frumoasa natural i aa te menii foarte bine te pup i te mbriez cu drag trish cu stima i respect din romnia admiratorul tu,1
499,multumesc pt faptul ca pot sa va apreciez,1
3100,se d urmtoarea situaie retragere din atm n grecia 100 euro cu un card de la  ia 3 euro comision scrie clar pe ecran face schimbul la  i pe deasupra mai taxeaz ron pi mult muie i fuck off,0
1655,sa vedem pentru ce e faimos acest loc - email,1
2692,in spatele blocului meu respectiv in spate la subway i au fost sparte mai multe garaje in cursul noptii,0
2047,lansam azi cel mai usor ultrabook din lume at,1
886,nu conteaz unde sau cnd sau cu cine o sa fiieu la fel de mult te voi iubiiniciodat nu o sa te uit,1
992,mi-a plcut la nebunie piesa asta n copilrie era fericire cnd o auzeam la radio,1
1798,nu merge plata cu cardul revolut pe,0
2808,rt platit email deci cnd scoate un rahat pe sticl romnii sunt gata s l nghit pentru c neuronii sunt scumpi nu,0
1973,un telefon ideal pentru a fi fcut cadou samsung galaxy s3 mini,1
2074,cand mergi pana la si vrei sa cumperi ceva x 2 dar nu are decat x1,0
2781,suplimenteaz n acest week-end capacitatea trenurilor ce leag capitala de,1
2406,a lansat azi in romania nx 300-ele un mirorless compact dar care te uimeste prin calitate,1
1897,si tu tocmai ai terminat gramatica limbii romane  mars,0
2545,n acest moment are preuri mult mai mari ca si dc-shop n concluzie acele reduceri sunt cam 0,0
2451,pot sa mai exercite cartile o atractie chiar foarte mare depinde doar de coninutul lor,1
609,bravo pustii  foarte bine  who next,1
901,noapte bun sufleel frumos,1
2247,un produs pus n vnzare de infectat cu sarmonella clienii sunt n pericol,0
457,cele mai bune ceaiuri pentru fiecare tip de grup de snge -,1
151,se joaca de-a razboiulamenintari cu sanctiuniasta e rezultatulefectul bumerang cand media si anumiti sefi bat toba non-stop cu razboiul inseamna ca ei il vornu cei spre care arata cu degetul americanii a zisbidon vrea un razboiei stiu cine umbla cu cioara vopsita,0
1378,5 ani 10 ani 14 ani 18 ani nu conteazatot copil e si cand aude ca propriu lor parinti zice asta traieste cu o frica de neimaginat in el,0
2574,in sfrit cineva de la marketing de la a gsit o soluie genial pentru a vinde mti kudos,1
2456,cea mai buna banca imi pare  sunt destul de seriosi si pana acum nu am avut probleme cu ei,1
2852,nu stiu cand l-au relansat dar acer a facut o treaba buna cu noua versiune de site este pe stilul metro dar este foarte ok,1
1243,ce experti vitamina lasa-ti dracu tv-u va protejeaza de multe inclusiv de rahat asta de covid out cu cablu alb si relax sa nu mai fim atat de boi si vaci toti gramada pe banii nostri zic doar,0
2957,uau deci aici raspundeti la solicitarile trimise de pe site si la intrebarile trimise pe mesageria facebook va trebuie saptamani pana emiteti un raspuns,0
1001,mutalul i prostnacul efi  pai deja cred ca puc la ampanie una dup alta de sparge toate candelabrele de la kremlin,0
1484,au de vegetarieni i la kfc email,1
1172,incep jocurile foamei la 6 litri de ulei costa 109 lei,0
2091,si au castigat premiul intai la intel global challenge in berkeley,1
2800,clar ar fi ca si cum si-ar pune o poza cu el in loc de logoul  stii ce zic voi sunteti mai fotogenici relax,1
383,probabil c el este pe diazepam xanax etc sau mai bine zis pare ntruparea depresiei,0
11,buna i mi place stilul perfect multumesc apreciez va iubesc,1
1221,124 coaie imi bag pula in mortii lui de joc,0
410,cand am venit in tara asta am auzit de la alti romani cuvantul urasc nu exista in vocabularul meu nu ii pricepeam sensul nu il foloseam nu simtisem niciodata asa ceva acum dupa 14 ani pot sa zic ca urasc tara asta si am inceput sa numar zilele pana cand scap de aici,0
3863,dragostea pe strada mea este un chicklit care mi-a plcut tare mult este o carte fix pe gustul meu cu o poveste de iubire condimentat cu tot soiul de situaii i ntmplri cartea aceasta mi-a oferit o lectur plcut relaxant i simpatic,1
2104,m ustur ochii de la prostia luia care a regizat alb-ca-zpada,1
1478,mars ma-n polonia ma-tii,0
1355,a emoionat-o pe pn la lacrimi  cnt piesa ha via,1
1540,cel mai bun magazin de cartier email image,1
1845,cea mai bun prieten a lui  bucharest,1
1005,de omul bun i vreme frumoas niciodat nu te saturi duminic minunat,1
3886,mncarea bun nu numai c te face mulumit i fericit ci aduce i mult noroc conform tradiiilor din ntreaga lume anumite alimente sunt cunoscute pentru c au puterea de a transforma destine,1
1165,acea ran putred de pe faa mamei pmnt devine mai mare,0
321,multumim buna analiza felicitri mai ales pe,1
2081,incet incet aplicatia de push-mail de pe telefon a cedat nervos,0
1561,la caldurica unpic donalds brncoveanu,1
1210,plagiatorii copy paste ordinar nimic original nimic creativ totul copiat ruine ruine  ruine,0
154,ue i nato ne-au distrus cu ajutorul politicienilor notri stimabile,0
2989,ceea ce nu tia de dinainte de 2009 despre i droguri de mari riscuri 2009 - te las eu n ora  cu acel mercedes smart  aveam la mine etnobotanice el vorbea de  - bei bere m,0
3062,sunteti penibili si jalnici ca site de stirimarionete asta suntetiamintiti de moartea un membru dintr-o comuna amarata uitand de restul de victime din aceeasi iresponsabili si inculti asta inseamna stirile,0
2227,imi place  ar trebui sa-i dea cei de la sa comenteze mai des champions league,1
276,postez un articol cu toate detaliile despre nchiderea circulaiei n zona solventul iar cineva m ntreab n comentarii -de cnd  am ajuns o naie de putori sau de idioi sau amndou,0
1237,mi se pare prea de tot acum e de cumprat bro ori emoia i lcomia de weekend sunt atat de irezistibile nct raiunea chiar nu mai conteaz nu uita ca marketurile pot rmne iraionale mult timp mult peste lichidit,0
394,n-avem dei dac ma ntrebi pe mine nc nu vad sensul nft-urilor i metavers-ului,0
1923,deci folosesc un nokia e 52 acum contactele sunt pe laptop,0
389,la 32 de ani dup ce l-ai mpucat pe nebun reuii s terminai de distrus ce a construit el n 20 de ani pla care a construit l-ai mpucat c v-a subminat economia pe tia care o distrug i alegei i ii lsai s scape cu averi imense text preluat,0
249,exact chestiile astea cu uite se poate i mai ru i tot nva mai bine n condiiile alea poate par nesimit dar m pi pe ei i m doare fix n pul c scriu la lumnare sau c n-au bani de apcurent eu ammi-am asigurat condiiile alea de alii nu m ntereseaz,0
16,ooo ce fain  mulumesc la fel atunci,1
3074,hello  iti intelegem supararea insa produsele vandute de partenerii nostri se livreaza din stocurile fiecarui magazin in parte de asemenea partenerii lucreaza cu firme diferite de curierat despre gasesti mai mul,0
2360,e waterproof pe naiba l-au scldat unii i s-a stricat nu sunt fan  sunt fan android,0
592,mi dar suntei minunai  mulumesc tare tare tare mult,1
2799,lcd samsung sunet blocat in modul headphones am infipt un bat de chibrit in jack si s-a deblocat tehnologie deh,0
2915,noroc cu care mi-a livrat alerta nainte de a ajunge la calea ferata rusinica alerta voastr a venit la 5 minute dup ce am trecut prin zona,0
2747,datorita politicienilor care au vandut la care sug de la noi dar nu investec din ce sug avem nevoie de,0
2829,n-am apucat sa zic asta dar reclamele selgros cele cu speechurile managerilor de magazine sunt odioase absolut oribile,0
969,iti apreciez mult melodiile felicitari,1
1401,email office,0
1185,unde sunt banii mprumutai de  cu i johnazist pot face toate cercetrile din lume ca nu o s recupereze banii moar micuele care i-au ftat de avortoni ratai homli sugaci drogai i trdtori de ar i neam naziti mpuii,0
1740,schimbri importante impune dou noi restricii,0
1124,climai cam uitat de clim n adevratul sens al cuvntului tremurai ca nite piftii cnd ajunge la sub zero i v adpostii n cosciugele voastre de fier ateptnd sa vi se nclzeasc fundurile,0
2321,la fel de minunat i n ton cu desfurtorul dimineii mele  vezi facebook,1
2754,ofer acum acoperire complet lorawan n iai i bucureti reea esenial pentru infrastructura smart city,1
877,i  un cuplu de actori superbi i foarte talentai,1
975,wow foarte emoionant,1
1656,am zis si o sa zic ursus are gust de rugina,0
2592,oare cnd o s scpm de reclamele pe radio care conin sirene i claxoane m refer i la voi,1
1241,degeaba te machiezi i alea alea eu te-am lsat de proast nu de urt,0
3895,mi-a plcut conferina de pres a premierului pare stpn pe situaie pe ce spune ofer rspunsuri concrete i soluii punctuale m bucur s vd c nu se mai concentreaz doar pe stai n cas i se ndreapt spre lucrm pentru voi,1
1811,ce poi cumpra de la ikea  email - w 3 others pic,1
2677,noile intel education tablet si intel classmate pc contribuie la transformarea invatarii si a predarii,1
2751,beraria pompeaza bani in atractii microbuze concere la greurezultatul previzibil consumul de bere scade continuu,0
2444,evitai shopping-ul la afi cotroceni  parcarea e full aglomeraie la ca la alegerea lui,0
1756,s lum pulsul distraciei jos at showroom w,1
2132,imi e foame dar ca mai am 70 km pana la oltului,1
2706,oare cand vor invata cei de la banca transilvania cum ma cheama si mai ales cum se scrie corect numele meu,0
1546,mai degraba blestemul lor e protv,0
889,sincer s fiu doina i mirunica sunt cele mai frumoase cntece i reprezint romnia din punct de vedere popularfolkloristic dup succesul ce a avut ucraina anul trecut poate i romania s rite cu o melodie popularfolkloristic,1
2653,sunt la a 3-a suspendare pe facebook pentru postare de acum 1-2 ani gata de acum pisicutze i cafele,0
295,aceasta libidinoasami-a otravitcu mintalulprajiturilecu fructeuitindu-se cu capcanadoctorul n-a ramasdator si i-a aruncatpe fatacu boala de imbatrinireprematuraun fel de in oglindanasoalo,0
600,buna seara multumesc pt mentionar pt mine inseamna enorm imi place mult biografia dv m a si cum ati spus dv fara multe fantezii parca va sunt recunoscatoare va iubesc,1
1855,rb la  prefer sa lucrez la decat sa lucrez in presa,0
1198,numai joc de glezna i circ mediatic mue i sua,0
3006,nu c a vrea s produc anti-reclam dar ntreb  dac aparatul foto salvat n favs era ieri la 899 i acum e 1299 ct va fi preul de care ncepe imediat  predicie  999,0
2669,avertizeaz utilizatorii de windows xp infractorii cibernetici vor profita din plin de vulnerabilit,0
2591,la o prezentare nokia 808 orice s-ar zice camera de pe 808 e remarcabila email photo studio pic,1
1906,actiunile au ajuns la un nivel record ultima crestere 13,1
1443,foarte frumos,1
1021,o sa se sduca valoare imensa cand nft-urile o sa faca ceva pentru lume reala si nu doar in metavers cand detii un nft si sa ai reducere la parteneratele lor pe care tu te folostesti de ele zilnic o sa fie explozie rabdarea cu nft-urile e o par,1
1179,prerea mea nu ai cum sa ii ndrepti daca nu i faci pielea groasa singura care sufer eti tot tu ca sa te izolezi nu e o soluie nu ai cum sa ecranezi tot e imposibil ia-i aa cum sunt nu te enerva pt toi prostii ei triesc,0
1943,aproape de clieni ai grupului  vor avea contoare inteligente,1
149,nu-i inteleg pe fanii  oamenii il injura pe in timp ce le-a mancat meciufenomenal,0
2029,asa stie ca il cheama pe  pai sa nu ii bati cu pagaia rupta cc,0
2796,cted ca daca mergi la sunt sanse sa gasesti exact ce-ti trebuie pentru botmasina apeleaza cu incredere la mine,1
2685,apa plata dorna 2 litri 4 lei business gym apa plata bucovina 05 litri 5 lei sincer screw you,0
2202,ce-ai fumat de reacionezi aa am adus nicio acuzaie mar ie cea,0
280,iac exact ma doare mana la cat imi freaca incheietura si tot nu scap de rau,0
940,super te ncadrezi n peisaj la marele fix,1
1646,ntre insolven i concordat preventiv,0
2259,marea unire dintre un stlp si un bmw la bucharest romania igshid1fcy9f4vjlwg0,0
124,cele mai bune filme pe care s le vezi n serile de weekend,1
955,suflet frumos  iubesc melodiile tale pentru c mi nvioreaz sufletul i mi umple inima de bucurie iubesc melodiile tale i le voi iubi att ct voi avea suflare,1
2379,poftim email a aprobat oficial scoaterea televiziunilor din reelele de cablu ale,0
1343,sa nu v mai spun ca omul era zeu pe timpuri si nu a avut curaj sa spuna o vorb impotriva regimuluia facut o incercare minora cenaclu si gata a stins instant,0
2080,imi cumpar bilet in primul rand la stirile de la ora mai vrea cineva email,1
2925,prostia uman n-are limite  pe o idioat recomand s se cumpere nu-tiu-ce veioz cu sare nu mai bine facei gargar cu zeam de varz,0
2919,nu mi-ai rspuns la ntrebare unde pot depune bancnote de 500 euro creai probleme unde nu erau m duc la alt banc neleg c la este exclus,0
1775,pregateste preluarea diviziei de servere x86 de la,1
3125,comentatorii tia de la nu cred c se vor putea vreodat debarasa de complexele de inferioritate pe care le afieaz ca nite eterni loosers mai ales grasul la care poate chiar muri n timpul gtuielilor din timpul aa-zisului comentariu,0
1511,ct ai zice heineken  email tac,1
2535,pentru cei care nu au ce citi netflix sau sunt n concedii la pensiuni rurale e numa bun,1
2903,am o durere ngrozitoare de spate dragi prieteni virtuali de pe facebook i de pe  m doare spatele ru de tot i nu tiu din ce cauz,0
1437,afaceriiiiiiii email,1
2146,ce de spam pe net cu zeci de reduceri oamenii disperati dupa vanzarile emag,0
220,problemaromanii sufera de o boalalasitatenu merg peste guv sa ii pieptene cu furca toate aberatiile astea scumpiri uriase energie toatesunt hotie pe fata guvernantii ro nu sunt platiti sa faca figuratie afara,0
3872,9 iulie este ziua dedicat prjiturilor desigur dulci sau cu zahr una n care putem s ne desftm,1
2608,rt email un roman a castigat premul cu inventia numita masina fara sofer,1
902,mi dar suntei minunai  mulumesc tare tare tare mult,1
500,roadmap-ul se adapteaza pe parcurs dupa cerintele comunitatii voi deja ati livrat mai multe utilitati decat ati promis iar asta va deosebeste de alte proiecte,1
1051,nu le prea pas m i aa m enerveaz chestia asta,0
1013,ai greit adresa nu vnd adevruri nu furnizez dect mecherii casc ochii la propriile dumitale contradicii vii s stai de vorb cu un om celebru n legtur cu fabrica sa de minciuni i i ceri s-i furnizeze adevrul,0
1407,ngheata d email,1
216,normal nu se pune problema dar macar sa-i tina preventiv vreo 15-20 de ani la mititica pe toti astia ca nu se mai poate s-a ajuns prea departe,0
1924,hello kitty t-shirt de la raionul de copii d email afi cotroceni,1
1663,scump doamna scump dincolo era mai ieftin email cash,0
2580,efa   schimbat din funcie din cauza ntrzierilor la magistrala 5 rul doamnei - eroilor,0
899,aripi colorate expoziie de pictur de  exemplu despre cum s v ncurajai copiii s creeze,1
2553,diferii i totui au acelai adn,1
2844,eu am fcut o comanda ieri la ora 15 i trebuia sa vina azi nema produse primite a doua zi de la  genius nu prea e genius,0
1086,nu le da voie eu le urez despre 8 martie ce nu vor s aud i i trec la block dac nu au nimic bun de zis dar se bag la haterealddcealfcut pe detepii i-o primesc adnc mcar s-i aminteasc de cele drage dac,0
601,buna va multumesc si va sunt recunoscatoare va iubesc,1
2729,si la un sot se poate renunta cand devine porc chiar si dupa mult mai mult de 10 ani daramite la facebook,0
843,azi o aniversm pe  cartea autoarei carte de identitate are astzi pre special cu 25 reducere fa de preul afiat la muli ani,1
1576,pe pro tv sunetul e decalat de imagine,0
2335,typo iar aia nu e marenoutate deja face o dub la iar sunt parteneri de aliant,1
1157,azi eti suprat bro c te-a lsat iar mine pune story de mn cu stai linitit este doar un prieten,0
2170,comision de administrare penteu un cont blocat blocat din greseala a bancii,0
2904,ultima data cand mai calc in service-ul toyota inca 184 de lei pentru a afla ca habar n-au ce are masina si ca trebuie o noua programare,0
2758,o recomandare de marca pentru un aer conditionat fara lg beko sau alte glume proaste am luat in calcul si,0
2097,am ajuns cu bine la  mergem spre chinteni email in cluj-napoca cluj,1
909,cand au umflat pretul era la vreo 8 leilittru zilele trecute,0
2241,gata pentru anul asta cu  a fost fun cu noua,1
1685,tac pac proasta reclama,0
1204,sufr de idealism c l-am votat de 2 ori,0
3095,buna seara eu sint doina din loc pipirig jud neamt si vreau sa reclam operatorul de telefonie mobila deoarece nu si au respectat contractul si cu toate telefoanele mele date din italia sa trimita un echipaj sa vada ce se intimpl,0
2086,smart tv-urile din generatia 2014 vor avea functii imbunatatite,1
491,frumusee inteligen talent i rafinament aceasta este,1
303,recomand  o echipa foarte deschisa si saritoare noi avem multe experiente placute cu ei cand am intampinat dificultati sau am avut nelamuriri ne-au ajutat imediat succes,1
2044,imi place ideea de sunet si img la samsung galaxy s iv acum si in ro,1
487,lasa ca va fi bine scumpa mea dragalasa mea dupa 10 incepe sa fie din ce in ce mai interesant so go,1
978,va multumesc pt poza inseamna mult va apreciez va iubesc,1
86,nu mai citii constituii feseniste c-s toxice deformeaz nelegerea avem constituia rii aici,0
2745,ceo-ul prezinta produse initiative si colaborari pentru experiente mai captivante intuitive si dispozitive,1
2788,nu mai avea je telefon lenovo dac nu vindeau afacerea la timp probabil c acum triesc din drepturi pe brevete,0
2674,cel mai bun pre pentru  consola microsoft xbox one x 1tb  joc gears 5 neagr la 1355 lei aprox 300,1
2346,lansarea procesoarelor intel core vpro printre altele  blu hotel bucharest,1
3069,prima camer pe care am cumprat-o a fost un canon g7x eram copleit de emoii cnd am ridicat-o din magazin canonromania mi-a trimis zilele astea noua generaie a camerei pe care am cumprat-o eu acum patru ani,1
2313,principala companie aerian din romnia reia zborurile ntre bucureti i chiinu,1
3110,tia s bozgorii cine nu i cunoate filosofeaz  i ncearc s ofere fel i fel de explicaii mi bag pula i n ei ca i n pesedisti i bozgorii c e plin i aici nu doar pe facebook doar c aici se dau literai m pis pe ei,0
995,despre orice mai puin dragoste iubirefericirepoate fi faliment srcie intriga rzbunaresepararedesprirece sa mai adaug,0
2496,samsung galaxy s5 ajunge in magazinele din romania cu promotii speciale pentru primii clienti,1
1883,merci am gasit o pereche de mergatori frumosi pe amazon,1
2721,windows 8 acum la  n plus are pentru tine i o promoie special ncepnd de astzi cel mai nou si,1
3881,esti minunata femeie am primit pozele si sunt in extaz imi vine sa plng si sa rad si sa vin sa te strng tare tare in brate  iti foarte mulumesc pentru aceasta experien,1
1505,poft bun dimineaa donalds roman,1
1200,domnioara fost complice la furt e n anul 6 la medicin i nu prea are remucri vorba lui s dea s nu ajung vreodat pacientul tu,0
838,doamna  am primit trusoul  impecabil  va felicit pentru profesionalism  aveti maini de aur,1
1074,ca de ce ce vestigii sau obiective sunt sau altfel spus si-au batut capul sa-si faca zonele de interes,0
29,s spunei copiilor c ara a fost trdat imagini via,0
336,sau invers pe cei interesai de crypto care blameaz nft urile,0
1529,email dup  i se retrage din romnia,0
2709,stiati ca atm-urile inteligente de la va ofera ca shortcut sumele pe care le cereti de obicei nice,1
3893,ai fi bun pe vanzari stii sa te bagi pe sub pielea omului ok fie desi ai vazut ca eu postez alt gen de tweet uri sunt pe amuzament si voie buna,1
2953,oficial a fost vandut pentru 82 mil dolari in 2012 ce este de fapt  colosul listat pe bursa din care detine cel mai mare magazin online din romania via,1
844,un lac de acumulare din hunedora adevratul paradis al psrilor slbatice e un rai al fotografiilor,1
1100,imi place mult tot imaginatie frumoasa cool va iubesc,1
2150,facebook a czut n romnia i n mai multe ri duminic diminea update,0
2603,dimineaa savurm o cafea de la magazinul preferat lidlromania,1
2676,neeebuuuniiee am intrat in  cata maiestrie sa organizezi coada la banii din portofelul meu felicitari h,0
1667,email are 900 000 de fani pe facebook,1
1201,cine stie ce era in mintea doamnei nu vedeti ca partidele pun lista numai si numai lumini  in realitate noi alegem ca din meniul restaurantelor doar ce-i pe lista in niciun caz ce-am dori in realitate cu adevarat,0
1991,castiga 4 premii tipa pentru camere si dispozitive pentru imagini,1
318,dup attea mii de ani cri i oameni luminai suntem n cel mai penibil moment al omenirii cu limite care se opresc tot la vrful nasului nostru sunt mai cinic zilele astea mi trag singur uturi n cur e ok o s-mi treac,0
188,joc mai bun decat asta nu va exist5a nici o data e cel mai prost joc ever,0
2208,multumesc  thanks renatamos ca au contribuit ca party-ul sa fie perfect,1
3138,2008 - sub 5000 nu discutm   jaf armat    - romneti  sau euro   - nu romneti  euro  2009 - ce fel de proces    de la tine fraiere  are neamuri multe     intrai i voi    - mi-ai fcut ameninri cu moartea pe facebook,0
516,bravo eti un caz fericit n sondaje te-ai ncadra probabil n vreo 5,1
1916,isi majoreaza productia la 37 din capacitate cand apare 2,1
2478,noi sisteme desktop maguay construite cu cea de-a patra generatie de procesoare intel core,1
949,aa era guvernatorul pluii beivul la de la,0
2970,am citit cu mare atenie ce a spus doctorul la  concluzia mea e un nesimit pentru titlul sta de rahat fr legtur cu realitatea eecul democraiei sictir,0
1460,fuck it email hut in bucureti,0
1736,draga  asa ceva pur si simplu nu ma intereseaza,0
972,spectacol n europa   capul de afi al zilei se joac acum   derby n bundesliga meciurile zilei sunt aici,1
1566,va recomand o coca-cola lime reia,1
1933,cel mai putin placut banking din luna - plata chirie uff email,0
923,e direct hanging man pe 4h  foarte tare pe termen scurt cel putin il spanzura   bine ochit,1
2560,nu am chef azi nu am chef azi nu am chef de nimic mai ales de cumparatuuuuri email w 3 others,0
1167,im so sick of this suit beating the shit out of their kinds sau sa le faca in toate felurile de la esti prost la in viata vei fi un om de nimic obisnuieste te cu asta sau ambele sa nu mai zic ca unii din ei isi ameninta copi,0
335,sa nu fiu rutcios cu ce firma de reciclarea deeurilor o fi semnat pentru perioada finala,0
360,e plina lumea de tmpii democrai gentili c voi,0
1635,email investete 1 miliard de dolari n polonia,1
4,premierul  trecem printr-un moment istoric foarte periculos,0
1461,numai eu vreau un kfcmc,1
1077,da sunt abonat la recorder este foarte bun reportajul sta i este important s nelegem mai bine nite aspecte ale societii romneti iar clujul este unul dintre acele aspecte,1
1235,is naspa coae nu veau nu ma fac sa ma simt prost nu,0
2113,frumoas privelitea din locaia evenimentului de azi,1
1371,cum sa te duci la party sta toat lumea bot in bot fr masca cnd sunt attea cazuri,0
2483,deci sa inteleg ca daca tot nu raspudeti v-ati dat seama ca ati facut o greseala numai bine,0
2610,140 de lei ub brad de banii astia impodobesc toti cactusii gradinii botanice si mai raman cu ceva email,0
20,mulumescfrumoasa melodie bun dimineaa,1
2174,mult lume i multe fotografii reuite la expoziia paris mon amour email -,1
2854,de la de la mine din cartier au ramas fara caserite cata rabdare iti trebuie noroc ca stau aproape si mi am luat la mine,0
1108,nu se prind suntem o generatie de superficiali tatuajele cica ma fac extrovertita aparent,0
3045,anul acesta am ales un copacel luminos din lips de spaiu i din cauza faptului c i cel natural si cel artificial se scutur i rmn n urma multe ace de brad copacul luminos este din selgrosromania,1
1346,impozitul asta pe asemenea profituri crypto bursa mi se pare cea mai mare jecmaneala pe salariu mai e cum mai e dar ce treaba aee statul cu banii castigati de mine din investitiile pe care le fac din banii care au fost deja impozitati,0
2946,am cu ce sa l fac am pe ce s il fac nu am unde s il bag c e stick usb i cred c mi s-a stricat adaptorul sau l-am pierdut c are alergie la usb,0
2343,romnia te iubesc ne facem bine oameni faini la,1
293,ah am atatea de zis pe tema naibii totusi sa se potoleasca idk,0
2943,astept weekend-ul aspre precum o pine cald  naional a romniei,1
1009,protestul camionagiilor canadieni fa de vaccinarea obligatorie se extinde,0
265,mentalitatea cum c sportivii sunt consumabile asta e cel mai grav acum doi ani jumate a fost la ziua fie-mi la braov ntr-un cantonament am but nite vin cu ea am rmas perplex ct de afectat era nc femeia aia made in tutberidze factory,0
1575,o nou aplicaie controversat de la,0
2896,micorezi timpul de predare-primire a expedierii ai tracking transparent i poi importa mai multe awb-uri prin contul selfawb,1
2802,ne extermin pn vom muri de mna lor i plaseaz rudele n posturi bnoase ca s fac praf totul,0
1687,asteapta zeci de oameni ca se da ceva gratis email,0
136,buna sunt recunoscatoare va apreciez va iubesc mult,1
3070,ar trebui s tie c dezinformarea intenionat este infraciune deci toi cei implicai n dezinformarea legat de programele  ar putea avea n viitorul apropiat cte un dosar penal nu mi-ar prea chiar ru ca,0
403,nu aveam altceva de fcut dect s m omor dintr-un mesaj de grup cu 66 de membri mi place s fiu singur pentru c toi m ignori toi nu m dorii n nicio conversaie toi nu nelegei cum m simt toi nu v pas de viaa mea tii cu nu toii cum s m vindecai,0
564,analizele tale sunt ca de obicei profunde i exhaustive,1
1969,muli dizabilitai n ara asta la creier email w 4 others pic,0
1809,transmitea ceva  dar i-au pierdut momentan licena,0
524,2 proiectul asta de mi se pare f bun ofera un passive income platit direct in usdc in urma investitiilor facute in din suma adunata din nfts si poate fi vandut in orice moment in care nu l mai vrei,1
2390,1995 omor puul liftului  iar aga copilai pe facebook  presa  cu cuitu,0
3874,se pare ca face tare bine ceea ce face  uite ce satisfacuta e uite cum zambeste,1
